cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,19,19,0.0,100000000456947100|100000003265658100|100000003349739100|100000003770083100|100000004021459100,Узлы без переводов ≥5 тыс. ₸ в выгрузке
1,214,5,24092535.7,100000008346837100|100000008165763100|100000008730846100|100000000332284100|100000002398779100,"Признаки центра сети: координаторов 2, курьеров 5, оборот 24,1 млн ₸; ключевой узел 100000008346837100; в ядре-кольце узлов: 21"
2,185,13,25563709.56,100000004156082100|100000005287097100|100000006579678100|100000008389800100|100000006518161100,"Признаки центра сети: координаторов 1, курьеров 13, оборот 25,6 млн ₸; ключевой узел 100000003016635100; в ядре-кольце узлов: 17"
3,164,0,19926486.0,100000008603629100|100000000437046100|100000008477350100|100000008686313100|100000004299488100,"Признаки центра сети: координаторов 3, курьеров 0, оборот 19,9 млн ₸; ключевой узел 100000008603629100; в ядре-кольце узлов: 16"
4,162,1,39468510.62,100000008547948100|100000008489922100|100000008710791100|100000008743913100|100000008512827100,Признаки веерной раздачи от 100000008547948100 на получателей: 26
5,150,1,5518694.0,100000001697501100|100000002733905100|100000001166289100|100000003942602100|100000005342513100,Признаки веерной раздачи от 100000001697501100 на получателей: 38
6,120,0,4465650.0,100000002578405100|100000002214664100|100000008493007100|100000003192309100|100000005041905100,Признаки веерной раздачи от 100000002578405100 на получателей: 116
7,109,0,26462121.91,100000000331309100|100000004906181100|100000008722417100|100000003457710100|100000001637376100,Признаки веерной раздачи от 100000000331309100 на получателей: 99; в ядре-кольце узлов: 2
8,106,2,16635515.0,100000001530983100|100000008748914100|100000000913911100|100000008628231100|100000004398811100,"Признаки центра сети: координаторов 1, курьеров 2, оборот 16,6 млн ₸; ключевой узел 100000003684369100"
9,105,3,12175386.0,100000004015047100|100000008172352100|100000008748408100|100000002152857100|100000001937767100,Признаки ячейки сбора: деньги курьеров (3) сходятся к 100000004015047100; в ядре-кольце узлов: 2
10,98,1,10966244.0,100000005782781100|100000007594394100|100000004400305100|100000004325327100|100000003213473100,Признаки веерной раздачи от 100000004400305100 на получателей: 82; в ядре-кольце узлов: 4
11,77,1,5257253.26,100000005704413100|100000005578559100|100000006707582100|100000004569484100|100000002838861100,Признаки веерной раздачи от 100000005704413100 на получателей: 32; в ядре-кольце узлов: 4
12,74,9,14042487.84,100000005933757100|100000004403675100|100000001162560100|100000004744306100|100000002748532100,Признаки веерной раздачи от 100000005933757100 на получателей: 34; в ядре-кольце узлов: 5
13,70,0,16096068.0,100000005242320100|100000007442518100|100000008460102100|100000001287955100|100000008258083100,Признаки веерной раздачи от 100000005242320100 на получателей: 21
14,57,1,10627374.02,100000000274067100|100000001677929100|100000000267734100|100000008545727100|100000005473151100,Признаки веерной раздачи от 100000007747786100 на получателей: 31
15,57,3,8039823.8,100000003115284100|100000003635170100|100000004677680100|100000003190207100|100000008254069100,"Признаки центра сети: координаторов 1, курьеров 3, оборот 8,0 млн ₸; ключевой узел 100000000343175100"
16,53,1,2993313.0,100000003265158100|100000002193259100|100000008443341100|100000003917461100|100000000933075100,Признаки веерной раздачи от 100000008680731100 на получателей: 27; в ядре-кольце узлов: 2
17,49,0,6475476.53,100000001857829100|100000000413678100|100000003589877100|100000003880331100|100000000640800100,"Промежуточный слой без курьеров: принимает деньги из кластеров 7, 3, 1; в ядре-кольце узлов: 3"
18,45,0,5283811.59,100000003242289100|100000008512552100|100000008413748100|100000006734214100|100000006225798100,Признаки веерной раздачи от 100000003242289100 на получателей: 23; в ядре-кольце узлов: 5
19,42,5,6365002.85,100000008304139100|100000008324800100|100000006169033100|100000004183610100|100000000583220100,Признаки веерной раздачи от 100000008304139100 на получателей: 24; в ядре-кольце узлов: 1
20,24,0,3340669.0,100000007382543100|100000004076740100|100000008213966100|100000005519998100|100000003001661100,"Промежуточный слой без курьеров: принимает деньги из кластеров 1, 2"
21,24,0,723700.0,100000003154105100|100000002293421100|100000002448088100|100000001427082100|100000004180097100,"Промежуточный слой без курьеров: принимает деньги из кластеров 1, 8"
22,23,0,5253717.0,100000003216073100|100000003171587100|100000008343874100|100000006977207100|100000002531406100,"Промежуточный слой без курьеров: принимает деньги из кластеров 7, 8, 17"
23,20,0,2807928.0,100000003854444100|100000003873332100|100000008647905100|100000002831727100|100000004451012100,Промежуточный слой без курьеров: принимает деньги из кластеров 1; в ядре-кольце узлов: 2
24,18,0,3422800.0,100000008137435100|100000002267998100|100000003718221100|100000003701161100|100000001063678100,"Промежуточный слой без курьеров: принимает деньги из кластеров 2, 1; в ядре-кольце узлов: 1"
25,17,1,21586840.0,100000002224132100|100000001965374100|100000003835149100|100000004603109100|100000005664922100,"Малая группа вокруг курьера 100000004813068100: узлов 17, оборот 21,6 млн ₸"
26,17,1,2977887.0,100000002731501100|100000004160650100|100000003616818100|100000001330595100|100000004005964100,"Малая группа вокруг курьера 100000004007116100: узлов 17, оборот 3,0 млн ₸"
27,15,0,850450.0,100000001788284100|100000001526235100|100000002472632100|100000005505655100|100000000860514100,Промежуточный слой без курьеров: принимает деньги из кластеров 2
28,15,0,3626010.0,100000008461532100|100000006704530100|100000000791285100|100000003122817100|100000002691583100,Промежуточный слой без курьеров: принимает деньги из кластеров 10
29,13,1,1392916.0,100000001380054100|100000001782980100|100000005077484100|100000000703894100|100000000607731100,"Малая группа вокруг курьера 100000006232815100: узлов 13, оборот 1,4 млн ₸"
30,11,0,3784703.0,100000002175422100|100000003004487100|100000001317336100|100000003557488100|100000002975437100,"Промежуточный слой без курьеров: принимает деньги из кластеров 1, 10"
31,11,0,1868224.0,100000008603331100|100000002032323100|100000004715209100|100000002671326100|100000008190411100,Промежуточный слой без курьеров: принимает деньги из кластеров 2
32,10,0,1260500.0,100000005074393100|100000006424479100|100000001232297100|100000000733451100|100000005882013100,"Промежуточный слой без курьеров: принимает деньги из кластеров 1, 8"
33,9,0,1406982.0,100000002217161100|100000001445848100|100000008254576100|100000007647294100|100000002242066100,Промежуточный слой без курьеров: принимает деньги из кластеров 1
34,8,0,389000.0,100000002612809100|100000005507142100|100000001825934100|100000005264874100|100000002214207100,Промежуточный слой без курьеров: принимает деньги из кластеров 1
35,6,1,1615030.0,100000008193577100|100000008736940100|100000008751429100|100000005456919100|100000008659445100,"Малая группа вокруг курьера 100000008659445100: узлов 6, оборот 1,6 млн ₸"
36,6,1,1527967.0,100000007939160100|100000005183943100|100000003888271100|100000000955444100|100000007930878100,"Малая группа вокруг курьера 100000000580561100: узлов 6, оборот 1,5 млн ₸"
37,6,1,275885.0,100000005895525100|100000002462183100|100000005056870100|100000007175718100|100000005807278100,"Малая группа вокруг курьера 100000005485830100: узлов 6, оборот 276 тыс. ₸"
38,6,1,383300.0,100000004094958100|100000005546031100|100000005363908100|100000005547096100|100000004331458100,"Малая группа вокруг курьера 100000008575624100: узлов 6, оборот 383 тыс. ₸"
39,5,0,1189154.0,100000000291906100|100000004670388100|100000000291908100|100000004722630100|100000004691350100,Промежуточный слой без курьеров: принимает деньги из кластеров 1
40,5,1,2809200.0,100000004135268100|100000002738256100|100000004979498100|100000007507343100|100000008571433100,"Малая группа вокруг курьера 100000008571433100: узлов 5, оборот 2,8 млн ₸"
